in s,C1 in V
-7.74200E-05,7.05078E-03
-7.74180E-05,-7.59766E-03
-7.74160E-05,-2.71484E-03
-7.74140E-05,-1.24805E-02
-7.74120E-05,-2.71484E-03
-7.74100E-05,-2.71484E-03
-7.74080E-05,-2.22461E-02
-7.74060E-05,-2.71484E-03
-7.74040E-05,-7.59766E-03
-7.74020E-05,-2.71484E-03
-7.74000E-05,2.16797E-03
-7.73980E-05,-7.59766E-03
-7.73960E-05,-1.24805E-02
-7.73940E-05,-1.73633E-02
-7.73920E-05,7.05078E-03
-7.73900E-05,-7.59766E-03
-7.73880E-05,2.16797E-03
-7.73860E-05,-2.71484E-03
-7.73840E-05,-7.59766E-03
-7.73820E-05,-1.24805E-02
-7.73800E-05,-2.71484E-03
-7.73780E-05,1.19336E-02
-7.73760E-05,-2.22461E-02
-7.73740E-05,-1.24805E-02
-7.73720E-05,-2.22461E-02
-7.73700E-05,-7.59766E-03
-7.73680E-05,-2.71484E-03
-7.73660E-05,-1.24805E-02
-7.73640E-05,2.16797E-03
-7.73620E-05,-2.71484E-03
-7.73600E-05,-2.71484E-03
-7.73580E-05,-1.24805E-02
-7.73560E-05,-7.59766E-03
-7.73540E-05,-1.24805E-02
-7.73520E-05,2.16797E-03
-7.73500E-05,-2.71484E-03
-7.73480E-05,2.16797E-03
-7.73460E-05,-2.71484E-03
-7.73440E-05,-7.59766E-03
-7.73420E-05,2.16992E-02
-7.73400E-05,-7.59766E-03
-7.73380E-05,-1.73633E-02
-7.73360E-05,-1.73633E-02
-7.73340E-05,2.16797E-03
-7.73320E-05,-7.59766E-03
-7.73300E-05,-2.71484E-03
-7.73280E-05,2.16797E-03
-7.73260E-05,-7.59766E-03
-7.73240E-05,-7.59766E-03
-7.73220E-05,-7.59766E-03
-7.73200E-05,7.05078E-03
-7.73180E-05,-1.73633E-02
-7.73160E-05,2.16797E-03
-7.73140E-05,2.16797E-03
-7.73120E-05,1.68164E-02
-7.73100E-05,2.16797E-03
-7.73080E-05,-7.59766E-03
-7.73060E-05,2.16797E-03
-7.73040E-05,-2.71484E-03
-7.73020E-05,-1.24805E-02
-7.73000E-05,-7.59766E-03
-7.72980E-05,-2.71484E-03
-7.72960E-05,-1.73633E-02
-7.72940E-05,-1.24805E-02
-7.72920E-05,2.16797E-03
-7.72900E-05,-7.59766E-03
-7.72880E-05,1.19336E-02
-7.72860E-05,-1.73633E-02
-7.72840E-05,-7.59766E-03
-7.72820E-05,-7.59766E-03
-7.72800E-05,2.16797E-03
-7.72780E-05,-1.24805E-02
-7.72760E-05,2.16797E-03
-7.72740E-05,-1.24805E-02
-7.72720E-05,-2.71484E-03
-7.72700E-05,-7.59766E-03
-7.72680E-05,-2.22461E-02
-7.72660E-05,2.16797E-03
